tconst,ordering,nconst,category,job,characters
tt8975994,3,nm6856124,actor,,"[""Sean 'Babs' McCleary""]"
tt8975994,4,nm10030504,actress,,"[""Olivia Manzi""]"
tt8975994,5,nm1019808,actor,,"[""Patron #2""]"
tt8975994,6,nm9756153,actress,,"[""Gracie Westinghouse""]"
tt8975994,7,nm7938836,actor,,"[""Andre Kurkjian""]"
tt8975994,8,nm4528323,actor,,"[""Sammy Carillo""]"
tt8975994,9,nm5594064,actress,,"[""Lizzy Adams""]"
tt8975994,10,nm6265542,actor,,"[""Jarod Harris""]"
tt8975994,11,nm8014306,director,,
tt8975994,12,nm8014306,writer,,
tt8975998,1,nm9861685,actor,,"[""Michael Bowen""]"
tt8975998,2,nm9301596,actor,,"[""Chris Bowen""]"
tt8975998,3,nm9345143,director,,
tt8975998,4,nm7352177,writer,,
tt8975998,5,nm9345143,writer,,
tt8975998,6,nm9426152,producer,producer,
tt8975998,7,nm10575028,producer,producer,
tt8975998,8,nm9345143,producer,producer,
tt8975998,9,nm2793965,composer,,
tt8975998,10,nm0845542,composer,,
tt8975998,11,nm7712722,cinematographer,,
tt8975998,12,nm1789755,editor,,
tt8976000,1,nm1234306,actress,,"[""Carme""]"
tt8976000,2,nm1360435,actress,,"[""Angelina""]"
tt8976000,3,nm0097424,actor,,"[""Soteres""]"
tt8976000,4,nm0749706,actor,,"[""Mercader""]"
tt8976000,5,nm0885130,actress,,"[""Magda""]"
tt8976000,6,nm2456917,actor,,"[""Pep""]"
tt8976000,7,nm0310186,actor,,"[""Gassiot""]"
tt8976000,8,nm1361651,actress,,"[""Sònia""]"
tt8976000,9,nm0054215,actress,,"[""Severiana""]"
tt8976000,10,nm0061171,actress,,"[""Avel·lina""]"
tt8976000,11,nm0487948,director,,
tt8976000,12,nm1158481,writer,,
tt8976000,13,nm0127774,writer,,
tt8976000,14,nm1158674,writer,,
tt8976000,15,nm1459881,writer,original idea,
tt8976000,16,nm6553611,producer,producer,
tt8976000,17,nm1891448,producer,producer,
tt8976000,18,nm0994636,editor,,
tt8976002,1,nm10110525,actor,,
tt8976002,2,nm10110524,actor,,
tt8976002,3,nm10110523,actor,,
tt8976004,1,nm8513589,self,,"[""Self - Reporter""]"
tt8976004,2,nm0654223,self,,"[""Self - Presenter""]"
tt8976004,3,nm2526005,self,,"[""Self - Weather Reporter""]"
tt8976006,1,nm0004841,self,,"[""Self""]"
tt8976006,2,nm3390665,self,,"[""Self""]"
tt8976006,3,nm0768095,self,,"[""Self""]"
tt8976006,4,nm0899593,self,,"[""Self""]"
tt8976008,1,nm10107386,self,,"[""Self""]"
tt8976008,2,nm9452961,self,,"[""Self""]"
tt8976010,1,nm1098198,editor,,
tt8976010,2,nm1342286,editor,,
tt8976010,3,nm2258962,editor,,
tt8976010,4,nm4453294,editor,,
tt8976014,1,nm1080414,editor,,
tt8976014,2,nm2601538,editor,,
tt8976014,3,nm0456907,editor,,
tt8976014,4,nm1098198,editor,,
tt8976016,1,nm3532670,self,,"[""Self - Presenter""]"
tt8976016,2,nm0171012,self,,"[""Self - Weather Reporter""]"
tt8976016,3,nm1351943,self,,"[""Self - England Manager""]"
tt8976018,1,nm10086677,director,,
tt8976018,2,nm10086677,writer,,
tt8976018,3,nm10086677,producer,producer,
tt8976020,1,nm0063174,actress,,"[""Mercè""]"
tt8976020,2,nm0310186,actor,,"[""Gassiot""]"
tt8976020,3,nm0785384,actor,,"[""Brillant""]"
tt8976020,4,nm0854155,actor,,"[""Sebastià""]"
tt8976020,5,nm0785654,actor,,"[""Joan""]"
tt8976020,6,nm0885130,actress,,"[""Magda""]"
tt8976020,7,nm10110538,actor,,"[""Home""]"
tt8976020,8,nm0087281,actor,,"[""Doctor""]"
tt8976020,9,nm0754540,actress,,"[""Infermera""]"
tt8976020,10,nm0590271,actress,,"[""Glòria""]"
tt8976020,11,nm0487948,director,,
tt8976020,12,nm1158481,writer,,
tt8976020,13,nm0127774,writer,,
tt8976020,14,nm1158674,writer,,
tt8976020,15,nm1459881,writer,original idea,
tt8976020,16,nm6553611,producer,producer,
tt8976020,17,nm1891448,producer,producer,
tt8976020,18,nm0994636,editor,,
tt8976022,1,nm17446194,actress,,
tt8976022,2,nm0277756,self,,"[""Self""]"
tt8976022,3,nm17446195,actress,,
tt8976022,4,nm8112537,actress,,
tt8976022,5,nm0870790,self,,"[""Self""]"
tt8976022,6,nm3630271,editor,,
tt8976022,7,nm1080414,editor,,
tt8976022,8,nm0456907,editor,,
tt8976022,9,nm1098198,editor,,
tt8976026,1,nm8957968,actress,,
tt8976026,2,nm3634176,actress,,
tt8976026,3,nm0598562,actress,,
tt8976026,4,nm10110541,actor,,"[""Non-sex role""]"
tt8976026,5,nm10003441,actress,,
tt8976026,6,nm1706669,actor,,
tt8976028,1,nm8257902,actor,,"[""Nathan""]"
tt8976028,2,nm8547258,actor,,"[""Ryan""]"
tt8976028,3,nm7854864,actress,,"[""Faith""]"
tt8976028,4,nm9426152,director,,
tt8976028,5,nm9426152,writer,,
tt8976028,6,nm9426152,producer,producer,
tt8976028,7,nm8949989,producer,producer,
tt8976028,8,nm10575028,producer,producer,
tt8976028,9,nm9169655,cinematographer,,
tt8976028,10,nm1789755,editor,,
tt8976032,1,nm10175160,self,,"[""Self - St. Patrick's High School Basketball Coach""]"
tt8976032,2,nm10175161,self,,"[""Self - Former Rutgers Football Tight End""]"
tt8976032,3,nm8260726,self,,"[""Self - Former Baylor Football Player""]"
tt8976032,4,nm10175159,self,,"[""Self - College Basketball Player""]"
tt8976032,5,nm10175162,self,,"[""Self - Former Bradley Basketball Player""]"
tt8976032,6,nm5118409,self,,"[""Self - College Football Offensive Coordinator""]"
tt8976032,7,nm1706161,director,,
tt8976032,8,nm1581464,director,,
tt8976032,9,nm3124032,producer,producer,
tt8976032,10,nm1706161,producer,producer,
tt8976032,11,nm1581464,producer,producer,
tt8976032,12,nm4730393,producer,producer,
tt8976032,13,nm3153422,composer,,
tt8976032,14,nm4933629,cinematographer,,
tt8976032,15,nm2882434,editor,,
tt8976034,1,nm0038349,actor,,"[""Hironoshin Kasahara""]"
tt8976034,2,nm1832125,actor,,"[""Tomomasa Taguchi""]"
tt8976034,3,nm0039604,actress,,"[""Kazuko Shimoyama""]"
tt8976034,4,nm1480573,actress,,"[""Akiko Iwaki""]"
tt8976034,5,nm3011132,actor,,"[""Hiroki Kuroda""]"
tt8976034,6,nm5363994,actress,,"[""Miyuki Miyamoto""]"
tt8976034,7,nm1393989,actress,,"[""Tomoko Kosugi""]"
tt8976034,8,nm2601586,actor,,"[""Tomoyoshi Tomoi""]"
tt8976034,9,nm4941922,actress,,"[""Nene Inomoto""]"
tt8976034,10,nm5857187,actress,,"[""Yuna""]"
tt8976036,1,nm2612141,actress,,"[""Guest""]"
tt8976036,2,nm2720796,actress,,"[""Guest""]"
tt8976036,3,nm2048731,actress,,"[""Guest""]"
tt8976036,4,nm6746874,actor,,"[""Guest""]"
tt8976036,5,nm4642006,actor,,"[""Guest""]"
tt8976036,6,nm5688132,self,,"[""Self - Guest""]"
tt8976036,7,nm3046500,self,,"[""Self - Guest""]"
tt8976036,8,nm0930226,actress,,"[""Guest""]"
tt8976036,9,nm3046500,director,,
tt8976036,10,nm8772866,producer,producer,
tt8976036,11,nm5688132,producer,producer,
tt8976038,1,nm7082337,actress,,"[""Anna""]"
tt8976038,2,nm8708800,actor,,"[""Max""]"
tt8976038,3,nm9426152,director,,
tt8976038,4,nm9426152,writer,,
tt8976038,5,nm9426152,producer,producer,
tt8976038,6,nm7082337,producer,producer,
tt8976038,7,nm10575028,producer,producer,
tt8976038,8,nm9345143,producer,producer,
tt8976038,9,nm10110547,composer,,
tt8976038,10,nm2226378,cinematographer,,
tt8976038,11,nm9426152,editor,,
tt8976040,1,nm9903108,actress,,"[""Tessa""]"
tt8976040,2,nm2467183,actor,,"[""Anthony""]"
tt8976040,3,nm9860104,actress,,"[""Corelia""]"
tt8976040,4,nm9130045,director,,
tt8976040,5,nm9130044,director,,
tt8976040,6,nm9130045,writer,,
tt8976040,7,nm9130045,producer,producer,
tt8976040,8,nm9130044,producer,producer,
tt8976040,9,nm8960003,composer,,
tt8976040,10,nm5253798,cinematographer,,
tt8976040,11,nm8269676,production_designer,,
tt8976042,1,nm7438048,actor,,"[""Guest""]"
tt8976042,2,nm3714815,actor,,"[""Guest""]"
tt8976042,3,nm0335275,self,,"[""Self - Guest""]"
tt8976042,4,nm8355025,actor,,"[""Guest""]"
tt8976042,5,nm5688132,self,,"[""Self - Host""]"
tt8976042,6,nm3046500,self,,"[""Self - Host""]"
tt8976042,7,nm3046500,director,,
tt8976042,8,nm8772866,producer,producer,
tt8976042,9,nm5688132,producer,producer,
tt8976044,1,nm0159224,actress,,"[""Guest""]"
tt8976044,2,nm5688132,self,,"[""Self - Host""]"
tt8976044,3,nm3046500,self,,"[""Self - Host""]"
tt8976044,4,nm3046500,director,,
tt8976044,5,nm8772866,producer,producer,
tt8976044,6,nm5688132,producer,producer,
tt8976046,1,nm5018289,actor,,"[""Wataya Arata""]"
tt8976046,2,nm0475165,actor,,"[""Harada Hideo""]"
tt8976046,3,nm5620173,actress,,"[""Ayase Chihaya""]"
tt8976046,4,nm4759838,actress,,"[""Oe Kanade""]"
tt8976046,5,nm3002430,actor,,"[""Suo Hisashi""]"
tt8976046,6,nm3640154,actress,,"[""Wakamiya Shinobu""]"
tt8976046,7,nm7308188,actress,,"[""Wagatsuma Iori""]"
tt8976046,8,nm2473146,actor,,"[""Komano Tsutomu""]"
tt8976046,9,nm1552715,actor,,"[""Nishida Yusei""]"
tt8976046,10,nm3825121,actor,,"[""Mashima Taichi""]"
tt8976050,1,nm0305259,actress,,"[""Eloisa Lorenzo""]"
tt8976050,2,nm5697800,actor,,"[""Brix Lorenzo""]"
tt8976050,3,nm0349412,actor,,"[""Emil Buenaventura""]"
tt8976050,4,nm1382790,actress,,"[""Clarisse Buenaventura""]"
tt8976050,5,nm8212857,actor,,"[""Francis Buenaventura""]"
tt8976050,6,nm8093659,actress,,"[""Candy Buenaventura""]"
tt8976050,7,nm2981962,actor,,"[""Carlo Manupil""]"
tt8976050,8,nm6682031,actress,,"[""Joanna Alfonso""]"
tt8976050,9,nm1271156,actor,,"[""Benjie Manupil""]"
tt8976050,10,nm0207344,actress,,"[""Kelly Manupil""]"
tt8976050,11,nm0347075,director,,
tt8976050,12,nm1840982,writer,created by,
tt8976050,13,nm4012272,writer,writer,
tt8976050,14,nm8247768,writer,writer,
tt8976050,15,nm1628335,writer,head writer,
tt8976050,16,nm0514455,production_designer,production_designer,
tt8976052,1,nm5688132,self,,"[""Self - Host""]"
tt8976052,2,nm3046500,self,,"[""Self - Host""]"
tt8976052,3,nm0929330,actress,,"[""Guest""]"
tt8976052,4,nm3046500,director,,
tt8976052,5,nm8772866,producer,producer,
tt8976052,6,nm5688132,producer,producer,
tt8976056,1,nm1018488,actress,,"[""Beverly Goldberg""]"
tt8976056,2,nm4677867,actor,,"[""Adam Goldberg""]"
tt8976056,3,nm1795630,actor,,"[""Barry Goldberg""]"
tt8976056,4,nm4416000,actress,,"[""Erica Goldberg""]"
tt8976056,5,nm1348102,actor,,"[""Geoff Schwartz""]"
tt8976056,6,nm0001719,actor,,"[""Albert 'Pops' Solomon""]"
tt8976056,7,nm0307531,actor,,"[""Murray Goldberg""]"
tt8976056,8,nm0130437,actor,,"[""Coach Rick Mellor""]"
tt8976056,9,nm0005218,actor,,"[""Mr. Glascott""]"
tt8976056,10,nm0410400,actress,,"[""Virginia Kremp""]"
tt8976056,11,nm0151540,director,,
tt8976056,12,nm1104057,writer,created by,
tt8976056,13,nm2253976,writer,written by,
tt8976056,14,nm0410400,writer,story editor,
tt8976056,15,nm0842295,writer,staff writer,
tt8976056,16,nm6828029,producer,producer,
tt8976056,17,nm0105749,producer,producer,
tt8976056,18,nm0910800,composer,,
tt8976056,19,nm1683552,cinematographer,director of photography,
tt8976056,20,nm1058816,editor,,
tt8976056,21,nm0514444,casting_director,,
tt8976056,22,nm1280196,production_designer,,
tt8976066,1,nm0039604,actress,,"[""Kazuko Shimoyama""]"
tt8976066,2,nm1480573,actress,,"[""Akiko Iwaki""]"
tt8976066,3,nm3011132,actor,,"[""Hiroki Kuroda""]"
tt8976066,4,nm5363994,actress,,"[""Miyuki Miyamoto""]"
tt8976066,5,nm2601586,actor,,"[""Tomoyoshi Tomoi""]"
tt8976066,6,nm5857187,actress,,"[""Yuna""]"
tt8976066,7,nm3328682,actress,,"[""Ai Miyamoto""]"
tt8976066,8,nm2615398,actor,,"[""Akira Mugita""]"
tt8976066,9,nm0847570,actor,,"[""Ryoichi Miyamoto""]"
tt8976068,1,nm10110584,actor,,"[""Police""]"
tt8976068,2,nm10110581,actor,,"[""junior Dr""]"
tt8976068,3,nm10110582,actor,,"[""junior Dr""]"
tt8976068,4,nm10110579,actor,,"[""Good Doctor""]"
tt8976068,5,nm10110583,actor,,"[""Compunder""]"
tt8976068,6,nm10117256,actor,,"[""Bad Doctor""]"
tt8976068,7,nm10110580,actress,,"[""Nurse""]"
tt8976068,8,nm5080657,actor,,"[""Geet""]"
tt8976068,9,nm0795663,actor,,"[""Father""]"
tt8976068,10,nm9172319,director,director,
tt8976068,11,nm11674143,writer,written by,
tt8976068,12,nm8219440,producer,producer,
tt8976068,13,nm9645283,cinematographer,cinematographer,
tt8976068,14,nm9172319,editor,chief editor,
tt8976068,15,nm10110581,editor,editor,
tt8976080,1,nm1065871,producer,executive producer,
tt8976082,1,nm6130166,actress,,"[""Youth Inmate""]"
tt8976082,2,nm0607185,actress,,"[""Charlotte Lewis""]"
tt8976082,3,nm9684601,actress,,"[""Lulu""]"
tt8976082,4,nm0785594,actor,,"[""Victor""]"
tt8976082,5,nm4068901,actress,,"[""Ava Lee""]"
tt8976082,6,nm0950165,actor,,"[""Director""]"
tt8976082,7,nm2833353,director,director,
tt8976082,8,nm1631709,writer,written by,
tt8976082,9,nm2030556,producer,producer,
tt8976082,10,nm0117393,producer,producer,
tt8976082,11,nm2279777,producer,producer,
tt8976082,12,nm0644204,producer,producer,
tt8976082,13,nm3133900,composer,composer,
tt8976082,14,nm0121281,cinematographer,director of photography,
tt8976082,15,nm2833353,editor,editor,
tt8976082,16,nm2689873,casting_director,,
tt8976082,17,nm3262487,production_designer,,
tt8976084,1,nm10666585,actress,,"[""Bar Patron""]"
tt8976084,2,nm10110600,actor,,"[""Khansavone""]"
tt8976084,3,nm10110596,actress,,"[""Noki""]"
tt8976084,4,nm10110595,director,,
tt8976084,5,nm10110595,writer,writer,
tt8976084,6,nm1993582,producer,producer,
tt8976084,7,nm10110599,producer,producer,
tt8976084,8,nm10110593,producer,producer,
tt8976084,9,nm10110594,composer,,
tt8976084,10,nm4047974,cinematographer,,
tt8976084,11,nm10110595,editor,,
tt8976086,1,nm1769490,producer,producer,
tt8976086,2,nm0625594,editor,,
tt8976088,1,nm1065871,producer,executive producer,
tt8976090,1,nm0129688,actor,,
tt8976090,2,nm2449986,actress,,
tt8976092,1,nm2149493,editor,,
tt8976094,1,nm0033312,actress,,"[""Narration""]"
tt8976094,2,nm8808971,director,,
tt8976094,3,nm10101434,director,series director,
tt8976094,4,nm2753976,director,director,
tt8976094,5,nm2753976,writer,outline,
tt8976094,6,nm10115790,writer,outline,
tt8976094,7,nm3644375,writer,,
tt8976094,8,nm10101427,writer,,
tt8976094,9,nm6893569,producer,producer,
tt8976094,10,nm4548428,producer,producer,
tt8976094,11,nm9405334,producer,producer,
tt8976094,12,nm9719845,cinematographer,,
tt8976094,13,nm7570526,cinematographer,,
tt8976094,14,nm6578643,cinematographer,,
tt8976094,15,nm10824684,editor,,
tt8976094,16,nm5227778,editor,supervising editor,
tt8976094,17,nm10155800,editor,,
tt8976094,18,nm5265461,editor,,
tt8976096,1,nm4820430,director,,
tt8976096,2,nm3634973,producer,producer,
tt8976096,3,nm3331061,producer,producer,
tt8976096,4,nm7919769,composer,,
tt8976096,5,nm8999819,cinematographer,,
tt8976096,6,nm4349744,editor,,
tt8976096,7,nm8982944,editor,,
tt8976098,1,nm9790737,self,,"[""Self""]"
tt8976098,2,nm0872962,director,director,
tt8976098,3,nm6368497,producer,producer,
tt8976098,4,nm3135116,composer,,
tt8976098,5,nm6727657,composer,,
tt8976098,6,nm1040487,composer,composer,
tt8976098,7,nm10051620,composer,composer,
tt8976098,8,nm5482844,editor,,
tt8976098,9,nm5253884,editor,,
tt8976098,10,nm10926709,editor,,
tt8976098,11,nm1927084,casting_director,,
tt8976098,12,nm3354398,production_designer,,
tt8976100,1,nm7039133,self,,"[""Self - Con Man Convicted of Murder""]"
tt8976100,2,nm7039133,self,,"[""Story Subject""]"
tt8976100,3,nm2958411,producer,producer,
tt8976100,4,nm0549185,composer,,
tt8976100,5,nm3731835,cinematographer,,
tt8976102,1,nm2165781,actress,,
tt8976102,2,nm2808854,actor,,
tt8976104,1,nm0872962,director,director,
tt8976104,2,nm6368497,producer,producer,
tt8976104,3,nm6727657,composer,,
tt8976104,4,nm5482844,editor,,
tt8976104,5,nm5253884,editor,,
tt8976104,6,nm10926709,editor,,
tt8976104,7,nm1927084,casting_director,,
tt8976104,8,nm3354398,production_designer,,
tt8976106,1,nm0373241,self,,"[""Self""]"
tt8976106,2,nm0872962,director,director,
tt8976106,3,nm6368497,producer,producer,
tt8976106,4,nm6727657,composer,,
tt8976106,5,nm5482844,editor,,
tt8976106,6,nm10926709,editor,,
tt8976106,7,nm1437298,editor,editor,
tt8976106,8,nm1927084,casting_director,,
tt8976106,9,nm3354398,production_designer,,
tt8976108,1,nm0872962,director,director,
tt8976108,2,nm6368497,producer,producer,
tt8976108,3,nm3135116,composer,,
tt8976108,4,nm6727657,composer,,
tt8976108,5,nm10051620,composer,composer,
tt8976108,6,nm5482844,editor,,
tt8976108,7,nm5253884,editor,,
tt8976108,8,nm10926709,editor,,
tt8976108,9,nm1927084,casting_director,,
tt8976108,10,nm3354398,production_designer,,
tt8976110,1,nm3555445,actress,,"[""Actress One""]"
tt8976110,2,nm2364031,actor,,"[""The Sound Guy""]"
tt8976110,3,nm5578460,actress,,"[""Assistant Director""]"
tt8976110,4,nm5010719,actress,,"[""Actress Two""]"
tt8976110,5,nm5022957,actor,,"[""Director (Josh)""]"
tt8976110,6,nm3625912,actor,,"[""Director of Photography""]"
tt8976110,7,nm5022957,director,,
tt8976110,8,nm5022957,writer,,
tt8976110,9,nm5022957,producer,producer,
tt8976110,10,nm5024265,cinematographer,,
tt8976110,11,nm5022957,editor,,
tt8976112,1,nm1676509,self,,"[""Self - Play-by-Play Announcer""]"
tt8976112,2,nm2886195,self,,"[""Self - Color Commentator""]"
tt8976112,3,nm0061991,self,,"[""Self - New York Titans Head Coach""]"
tt8976112,4,nm9915688,self,,"[""Self - Dallas Texans Tight End""]"
tt8976112,5,nm10043319,self,,"[""Self - New York Titans Fullback""]"
tt8976112,6,nm2885832,self,,"[""Self - Dallas Texans Split End""]"
tt8976112,7,nm6331278,self,,"[""Self - Dallas Texans Linebackers Coach""]"
tt8976112,8,nm9923349,self,,"[""Self - New York Titans Halfback""]"
tt8976112,9,nm9923354,self,,"[""Self - New York Titans Tight End""]"
tt8976112,10,nm3911189,self,,"[""Self - Dallas Texans Tackle""]"
tt8976114,1,nm2430543,self,,"[""Self - Presenter""]"
tt8976114,2,nm5563090,self,,"[""Self - Sports Presenter""]"
tt8976114,3,nm4985230,self,,"[""Self - Weather Forecaster""]"
tt8976114,4,nm9116313,self,,"[""Self - Reporter""]"
tt8976114,5,nm10110608,self,,"[""Self - Altruistic Kidney Donor""]"
tt8976114,6,nm4985348,self,,"[""Self - Reporter""]"
tt8976114,7,nm10110610,self,,"[""Self - Transplant Coordinator""]"
tt8976114,8,nm5008858,self,,"[""Self - Reporter""]"
tt8976114,9,nm10110620,self,,"[""Self - RSPCA Inspector""]"
tt8976114,10,nm10110616,self,,"[""Self - Chief Executive Red Funnel""]"
tt8976116,1,nm5514531,director,,
tt8976116,2,nm4820430,producer,producer,
tt8976116,3,nm6141908,producer,producer,
tt8976116,4,nm5244614,composer,,
tt8976116,5,nm7468194,cinematographer,,
tt8976116,6,nm8180251,editor,,
tt8976116,7,nm3995363,editor,editor,
tt8976120,1,nm0011444,actress,,
tt8976120,2,nm1192155,actress,,
tt8976120,3,nm1569175,actor,,
tt8976120,4,nm0128376,actress,,"[""Shirley Caesar""]"
tt8976120,5,nm1702363,actor,,
tt8976120,6,nm0803124,actress,,
tt8976120,7,nm0004938,actor,,
tt8976120,8,nm0427604,actor,,
tt8976120,9,nm0566056,actor,,
tt8976120,10,nm1356054,actor,,
tt8976120,11,nm6547823,director,,
tt8976120,12,nm2468718,writer,,
tt8976120,13,nm6547823,writer,,
tt8976120,14,nm6547823,producer,producer,
tt8976120,15,nm1702363,composer,,
tt8976120,16,nm0004938,composer,,
tt8976120,17,nm10110624,composer,,
tt8976120,18,nm10110625,cinematographer,,
tt8976120,19,nm7527965,editor,,
tt8976120,20,nm10110625,editor,,
tt8976122,1,nm6994231,actor,,"[""Charlie""]"
tt8976122,2,nm10110629,actor,,"[""Jesse""]"
tt8976122,3,nm7208710,actress,,"[""Rebecca (Becca)""]"
tt8976122,4,nm6994228,actress,,"[""Vivian""]"
tt8976122,5,nm10110630,actor,,"[""Peter""]"
tt8976122,6,nm5455734,actor,,"[""Max""]"
tt8976122,7,nm10110628,director,,
tt8976122,8,nm6994231,writer,,
tt8976122,9,nm10110628,writer,,
tt8976122,10,nm6994231,producer,producer,
tt8976122,11,nm10110628,producer,producer,
tt8976122,12,nm10110631,composer,,
tt8976122,13,nm10110628,cinematographer,,
tt8976122,14,nm6994231,editor,,
tt8976124,1,nm4570502,self,,"[""Self - Host""]"
tt8976124,2,nm0310985,self,,"[""Self - Paranormal Investigator""]"
tt8976124,3,nm1790180,self,,"[""Self - Cambridge University""]"
tt8976124,4,nm10110632,self,,"[""Self - Witness""]"
tt8976124,5,nm1992963,self,,"[""Self - Paranormal Investigator""]"
tt8976124,6,nm10110634,self,,"[""Self - Witness""]"
tt8976124,7,nm10110635,self,,"[""Self - Real Estate Agent""]"
tt8976124,8,nm10110636,self,,"[""Self - Attorney""]"
tt8976124,9,nm10110637,self,,"[""Self - Witness""]"
tt8976124,10,nm10110638,self,,"[""Self - Witness""]"
tt8976124,11,nm0184729,producer,producer,
tt8976124,12,nm0355983,producer,producer,
tt8976124,13,nm0456539,producer,producer,
tt8976124,14,nm0006306,composer,composer,
tt8976126,1,nm1101483,self,,"[""Self - Host""]"
tt8976126,2,nm10177567,self,,"[""Self""]"
tt8976126,3,nm1101483,writer,,
tt8976126,4,nm9406666,producer,producer,
tt8976126,5,nm3678419,producer,producer,
tt8976128,1,nm0392473,self,,"[""Self - Anchor""]"
tt8976128,2,nm4035181,self,,"[""Self - NBC News National Correspondent""]"
tt8976128,3,nm4212248,self,,"[""Self - NBC News Correspondent""]"
tt8976128,4,nm3887804,self,,"[""Self - NBC News Correspondent""]"
tt8976128,5,nm0500733,self,,"[""Self - NBC News Correspondent""]"
tt8976128,6,nm1193239,self,,"[""Self - NBC News Chief Foreign Affairs Correspondent""]"
tt8976128,7,nm0737963,self,,"[""Self - NBC News Meteorologist""]"
tt8976128,8,nm2328102,self,,"[""Self - NBC News Correspondent""]"
tt8976128,9,nm1940965,self,,"[""Self - NBC News Senior National Correspondent""]"
tt8976128,10,nm3492763,self,,"[""Self - NBC News White House Correspondent""]"
tt8976128,11,nm1314316,writer,,
tt8976128,12,nm1916590,composer,,
tt8976132,1,nm2945410,actor,,"[""Peter""]"
tt8976132,2,nm10110652,actor,,"[""Son""]"
tt8976132,3,nm10110654,actor,,"[""Daughter""]"
tt8976132,4,nm3007612,actress,,"[""Claire""]"
tt8976132,5,nm4951653,director,,
tt8976132,6,nm4951653,writer,writer,
tt8976132,7,nm10110655,producer,producer,
tt8976132,8,nm8541748,producer,producer,
tt8976132,9,nm4987904,composer,,
tt8976132,10,nm2462999,cinematographer,,
tt8976132,11,nm4951653,editor,,
tt8976134,1,nm0955782,actress,,"[""Ula Nara Ruyi""]"
tt8976134,2,nm1845301,actor,,"[""Aisin Gioro Hongli""]"
tt8976134,3,nm8219514,actress,,"[""Kexin""]"
tt8976134,4,nm7987807,actress,,"[""Yehe Nara Yihuan""]"
tt8976134,5,nm8410621,actress,,"[""Suoxin""]"
tt8976134,6,nm8274745,actress,,"[""Grand Concubine Ji""]"
tt8976134,7,nm3548929,actress,,"[""Suyun""]"
tt8976134,8,nm1089540,actress,,"[""Fuca Langhua""]"
tt8976134,9,nm9119282,actress,,"[""Aisin Gioro Jingse""]"
tt8976134,10,nm6174585,actress,,"[""Fujia""]"
tt8976134,11,nm3459442,director,,
tt8976134,12,nm5019026,writer,screenplay,
tt8976134,13,nm6505682,producer,producer,
tt8976134,14,nm3327462,cinematographer,director of photography,
tt8976134,15,nm6785575,editor,editor,
tt8976134,16,nm4158854,casting_director,casting_director,
tt8976136,1,nm7019065,actress,,"[""Mariana""]"
tt8976136,2,nm1603145,actor,,"[""Javier""]"
tt8976136,3,nm7248200,actor,,"[""David""]"
tt8976136,4,nm4820430,director,,
tt8976136,5,nm2680656,writer,writer,
tt8976136,6,nm4820430,writer,,
tt8976136,7,nm8610411,producer,producer,
tt8976136,8,nm3465705,cinematographer,,
tt8976136,9,nm4820430,editor,,
tt8976136,10,nm8610411,editor,,
tt8976138,1,nm0891786,self,,"[""Self""]"
tt8976138,2,nm1821327,self,,"[""Self""]"
tt8976138,3,nm8752732,self,,"[""Self""]"
tt8976140,1,nm0891786,self,,"[""Self""]"
tt8976140,2,nm1821327,self,,"[""Self""]"
tt8976140,3,nm8752732,self,,"[""Self""]"
tt8976142,1,nm10110661,actress,,"[""The Muse""]"
tt8976142,2,nm6912914,actress,,"[""Elina the Dancer""]"
tt8976142,3,nm6844732,actor,,"[""Adam the Rapper""]"
tt8976142,4,nm10110662,actress,,"[""Janice the Painter""]"
tt8976142,5,nm9703868,actor,,"[""Bob the Poet""]"
tt8976142,6,nm6776290,actor,,"[""Jones the Poet""]"
tt8976142,7,nm6463511,actress,,"[""Mattie the Photographer""]"
tt8976142,8,nm4238177,actor,,"[""Junior""]"
tt8976142,9,nm8707248,actor,,"[""Ben the Designer""]"
tt8976142,10,nm2189151,actor,,"[""Mr. Executive""]"
tt8976142,11,nm6776290,director,,
tt8976142,12,nm6776290,writer,,
tt8976142,13,nm10417782,producer,producer,
tt8976142,14,nm10110665,producer,producer,
tt8976142,15,nm4254100,producer,producer,
tt8976142,16,nm5263069,producer,producer,
tt8976142,17,nm10110666,cinematographer,,
tt8976142,18,nm2601320,editor,,
tt8976146,1,nm10108201,actor,,"[""David Genkins""]"
tt8976146,2,nm9615839,actor,,"[""Tyler Knight""]"
tt8976146,3,nm10110657,director,,
tt8976146,4,nm10108201,director,,
tt8976146,5,nm10108201,writer,story by,
tt8976146,6,nm10110657,writer,story by,
tt8976146,7,nm9615839,writer,created by,
tt8976148,1,nm11102198,actor,,
tt8976148,2,nm11948411,director,,
tt8976148,3,nm11948411,writer,,
tt8976148,4,nm11948264,editor,film editor,
tt8976150,1,nm0891786,self,,"[""Self""]"
tt8976150,2,nm1821327,self,,"[""Self""]"
tt8976152,1,nm10108201,actor,,"[""David Genkins""]"
tt8976152,2,nm9615839,actor,,"[""Tyler Knight""]"
tt8976152,3,nm10110651,actor,,"[""Ricky Raha""]"
tt8976152,4,nm10108201,director,,
tt8976152,5,nm10108201,writer,story by,
tt8976152,6,nm10110657,writer,story by,
tt8976152,7,nm9615839,writer,created by,
tt8976154,1,nm10108201,actor,,"[""David Genkins""]"
tt8976154,2,nm9615839,actor,,"[""Tyler Knight""]"
