tconst,ordering,nconst,category,job,characters
tt8974024,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974024,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974024,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974024,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974024,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974024,7,nm1899338,director,,
tt8974024,8,nm0826320,director,,
tt8974024,9,nm0409942,writer,,
tt8974024,10,nm1749103,writer,,
tt8974024,11,nm1322763,producer,executive producer,
tt8974024,12,nm0366755,producer,executive producer,
tt8974024,13,nm0784712,cinematographer,,
tt8974024,14,nm2370017,editor,,
tt8974024,15,nm2369062,editor,,
tt8974024,16,nm1746967,editor,,
tt8974026,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974026,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974026,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974026,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974026,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974026,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974026,7,nm1899338,director,,
tt8974026,8,nm0826320,director,,
tt8974026,9,nm0409942,writer,,
tt8974026,10,nm1749103,writer,,
tt8974026,11,nm1322763,producer,executive producer,
tt8974026,12,nm0366755,producer,executive producer,
tt8974026,13,nm0784712,cinematographer,,
tt8974026,14,nm2370017,editor,,
tt8974026,15,nm2369062,editor,,
tt8974026,16,nm1746967,editor,,
tt8974028,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974028,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974028,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974028,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974028,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974028,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974028,7,nm1899338,director,,
tt8974028,8,nm0826320,director,,
tt8974028,9,nm0409942,writer,,
tt8974028,10,nm1749103,writer,,
tt8974028,11,nm1322763,producer,executive producer,
tt8974028,12,nm0366755,producer,executive producer,
tt8974028,13,nm0784712,cinematographer,,
tt8974028,14,nm2370017,editor,,
tt8974028,15,nm2369062,editor,,
tt8974028,16,nm1746967,editor,,
tt8974030,1,nm7152416,actress,,
tt8974030,2,nm9329956,director,,
tt8974032,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974032,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974032,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974032,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974032,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974032,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974032,7,nm1899338,director,,
tt8974032,8,nm0826320,director,,
tt8974032,9,nm0409942,writer,,
tt8974032,10,nm1749103,writer,,
tt8974032,11,nm1322763,producer,executive producer,
tt8974032,12,nm0366755,producer,executive producer,
tt8974032,13,nm0784712,cinematographer,,
tt8974032,14,nm2370017,editor,,
tt8974032,15,nm2369062,editor,,
tt8974032,16,nm1746967,editor,,
tt8974034,1,nm0116157,self,,"[""Self - Host""]"
tt8974034,2,nm0176622,self,,"[""Self - Guest Panelist""]"
tt8974034,3,nm0647692,self,,"[""Self - Announcer""]"
tt8974034,4,nm2048095,self,,"[""Self - Panelist""]"
tt8974034,5,nm0001816,self,,"[""Self - Mystery Guest""]"
tt8974036,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974036,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974036,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974036,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974036,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974036,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974036,7,nm1899338,director,,
tt8974036,8,nm0826320,director,,
tt8974036,9,nm0409942,writer,,
tt8974036,10,nm1749103,writer,,
tt8974036,11,nm1322763,producer,executive producer,
tt8974036,12,nm0366755,producer,executive producer,
tt8974036,13,nm0784712,cinematographer,,
tt8974036,14,nm2370017,editor,,
tt8974036,15,nm2369062,editor,,
tt8974036,16,nm1746967,editor,,
tt8974038,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974038,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974038,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974038,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974038,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974038,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974038,7,nm1899338,director,,
tt8974038,8,nm0826320,director,,
tt8974038,9,nm0409942,writer,,
tt8974038,10,nm1749103,writer,,
tt8974038,11,nm1322763,producer,executive producer,
tt8974038,12,nm0366755,producer,executive producer,
tt8974038,13,nm0784712,cinematographer,,
tt8974038,14,nm2370017,editor,,
tt8974038,15,nm2369062,editor,,
tt8974038,16,nm1746967,editor,,
tt8974040,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974040,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974040,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974040,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974040,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974040,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974040,7,nm1899338,director,,
tt8974040,8,nm0826320,director,,
tt8974040,9,nm0409942,writer,,
tt8974040,10,nm1749103,writer,,
tt8974040,11,nm1322763,producer,executive producer,
tt8974040,12,nm0366755,producer,executive producer,
tt8974040,13,nm0784712,cinematographer,,
tt8974040,14,nm2370017,editor,,
tt8974040,15,nm2369062,editor,,
tt8974040,16,nm1746967,editor,,
tt8974042,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974042,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974042,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974042,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974042,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974042,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974042,7,nm1899338,director,,
tt8974042,8,nm0826320,director,,
tt8974042,9,nm0409942,writer,,
tt8974042,10,nm1749103,writer,,
tt8974042,11,nm1322763,producer,executive producer,
tt8974042,12,nm0366755,producer,executive producer,
tt8974042,13,nm0784712,cinematographer,,
tt8974042,14,nm2370017,editor,,
tt8974042,15,nm2369062,editor,,
tt8974042,16,nm1746967,editor,,
tt8974044,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974044,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974044,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974044,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974044,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974044,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974044,7,nm1899338,director,,
tt8974044,8,nm0826320,director,,
tt8974044,9,nm0409942,writer,,
tt8974044,10,nm1749103,writer,,
tt8974044,11,nm1322763,producer,executive producer,
tt8974044,12,nm0366755,producer,executive producer,
tt8974044,13,nm0784712,cinematographer,,
tt8974044,14,nm2370017,editor,,
tt8974044,15,nm2369062,editor,,
tt8974044,16,nm1746967,editor,,
tt8974046,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974046,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974046,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974046,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974046,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974046,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974046,7,nm1899338,director,,
tt8974046,8,nm0826320,director,,
tt8974046,9,nm0409942,writer,,
tt8974046,10,nm1749103,writer,,
tt8974046,11,nm1322763,producer,executive producer,
tt8974046,12,nm0366755,producer,executive producer,
tt8974046,13,nm0784712,cinematographer,,
tt8974046,14,nm2370017,editor,,
tt8974046,15,nm2369062,editor,,
tt8974046,16,nm1746967,editor,,
tt8974048,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974048,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974048,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974048,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974048,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974048,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974048,7,nm1899338,director,,
tt8974048,8,nm0826320,director,,
tt8974048,9,nm0409942,writer,,
tt8974048,10,nm1749103,writer,,
tt8974048,11,nm1322763,producer,executive producer,
tt8974048,12,nm0366755,producer,executive producer,
tt8974048,13,nm0784712,cinematographer,,
tt8974048,14,nm2370017,editor,,
tt8974048,15,nm2369062,editor,,
tt8974048,16,nm1746967,editor,,
tt8974050,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974050,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974050,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974050,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974050,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974050,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974050,7,nm1899338,director,,
tt8974050,8,nm0826320,director,,
tt8974050,9,nm0409942,writer,,
tt8974050,10,nm1749103,writer,,
tt8974050,11,nm1322763,producer,executive producer,
tt8974050,12,nm0366755,producer,executive producer,
tt8974050,13,nm0784712,cinematographer,,
tt8974050,14,nm2370017,editor,,
tt8974050,15,nm2369062,editor,,
tt8974050,16,nm1746967,editor,,
tt8974052,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974052,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974052,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974052,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974052,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974052,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974052,7,nm1899338,director,,
tt8974052,8,nm0826320,director,,
tt8974052,9,nm0409942,writer,,
tt8974052,10,nm1749103,writer,,
tt8974052,11,nm1322763,producer,executive producer,
tt8974052,12,nm0366755,producer,executive producer,
tt8974052,13,nm0784712,cinematographer,,
tt8974052,14,nm2370017,editor,,
tt8974052,15,nm2369062,editor,,
tt8974052,16,nm1746967,editor,,
tt8974054,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974054,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974054,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974054,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974054,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974054,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974054,7,nm1899338,director,,
tt8974054,8,nm0826320,director,,
tt8974054,9,nm0409942,writer,,
tt8974054,10,nm1749103,writer,,
tt8974054,11,nm1322763,producer,executive producer,
tt8974054,12,nm0366755,producer,executive producer,
tt8974054,13,nm0784712,cinematographer,,
tt8974054,14,nm2370017,editor,,
tt8974054,15,nm2369062,editor,,
tt8974054,16,nm1746967,editor,,
tt8974056,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974056,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974056,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974056,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974056,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974056,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974056,7,nm1899338,director,,
tt8974056,8,nm0826320,director,,
tt8974056,9,nm0409942,writer,,
tt8974056,10,nm1749103,writer,,
tt8974056,11,nm1322763,producer,executive producer,
tt8974056,12,nm0366755,producer,executive producer,
tt8974056,13,nm0784712,cinematographer,,
tt8974056,14,nm2370017,editor,,
tt8974056,15,nm2369062,editor,,
tt8974056,16,nm1746967,editor,,
tt8974058,1,nm0048066,self,,"[""Self""]"
tt8974058,2,nm0267611,self,,"[""Self""]"
tt8974058,3,nm0350642,self,,"[""Self""]"
tt8974058,4,nm1057742,self,,"[""Self""]"
tt8974058,5,nm1417638,self,,"[""Self""]"
tt8974058,6,nm0433407,self,,"[""Self - Host""]"
tt8974058,7,nm0449431,self,,"[""Self""]"
tt8974060,1,nm1417272,actor,,"[""Santiago Díaz Herrera""]"
tt8974060,2,nm1702573,actress,,"[""Laura Ledesma""]"
tt8974060,3,nm0478202,actress,,"[""Victoria Sáenz""]"
tt8974060,4,nm0882108,actor,,"[""Marcos Lombardo""]"
tt8974060,5,nm0060491,actor,,"[""Luciano Mazzello""]"
tt8974060,6,nm0090894,actor,,"[""Horacio Díaz""]"
tt8974060,7,nm1899338,director,,
tt8974060,8,nm0826320,director,,
tt8974060,9,nm0409942,writer,,
tt8974060,10,nm1749103,writer,,
tt8974060,11,nm1322763,producer,executive producer,
tt8974060,12,nm0366755,producer,executive producer,
tt8974060,13,nm0784712,cinematographer,,
tt8974060,14,nm2370017,editor,,
tt8974060,15,nm2369062,editor,,
tt8974060,16,nm1746967,editor,,
tt8974062,1,nm0223895,actress,,"[""Erica Sandoval""]"
tt8974062,2,nm0721280,actor,,"[""José Cárdenas""]"
tt8974062,3,nm0578246,actor,,"[""Bruno Martínez""]"
tt8974062,4,nm0634074,actress,,"[""Mónica Barrera""]"
tt8974062,5,nm1440222,actor,,"[""Jonathan Cárdenas""]"
tt8974062,6,nm1354359,actress,,"[""Javiera Martínez""]"
tt8974062,7,nm0754586,director,,
tt8974062,8,nm0022924,writer,writer,
tt8974062,9,nm1410260,writer,writer,
tt8974062,10,nm1415620,writer,writer,
tt8974062,11,nm1418738,writer,writer,
tt8974062,12,nm4805730,producer,producer,
tt8974062,13,nm0013686,producer,producer,
tt8974062,14,nm1415095,producer,producer,
tt8974062,15,nm1415278,producer,producer,
tt8974062,16,nm1141405,cinematographer,director of photography,
tt8974062,17,nm0308323,editor,,
tt8974062,18,nm1416565,editor,,
tt8974062,19,nm2354746,production_designer,,
tt8974064,1,nm0223895,actress,,"[""Erica Sandoval""]"
tt8974064,2,nm0721280,actor,,"[""José Cárdenas""]"
tt8974064,3,nm0578246,actor,,"[""Bruno Martínez""]"
tt8974064,4,nm0634074,actress,,"[""Mónica Barrera""]"
tt8974064,5,nm1440222,actor,,"[""Jonathan Cárdenas""]"
tt8974064,6,nm1354359,actress,,"[""Javiera Martínez""]"
tt8974064,7,nm0754586,director,,
tt8974064,8,nm0022924,writer,writer,
tt8974064,9,nm1410260,writer,writer,
tt8974064,10,nm1415620,writer,writer,
tt8974064,11,nm1418738,writer,writer,
tt8974064,12,nm4805730,producer,producer,
tt8974064,13,nm0013686,producer,producer,
tt8974064,14,nm1415095,producer,producer,
tt8974064,15,nm1415278,producer,producer,
tt8974064,16,nm1141405,cinematographer,director of photography,
tt8974064,17,nm0308323,editor,,
tt8974064,18,nm1416565,editor,,
tt8974064,19,nm2354746,production_designer,,
tt8974066,1,nm2205819,self,,"[""Self - Host""]"
tt8974068,1,nm0223895,actress,,"[""Erica Sandoval""]"
tt8974068,2,nm0721280,actor,,"[""José Cárdenas""]"
tt8974068,3,nm0578246,actor,,"[""Bruno Martínez""]"
tt8974068,4,nm0634074,actress,,"[""Mónica Barrera""]"
tt8974068,5,nm1440222,actor,,"[""Jonathan Cárdenas""]"
tt8974068,6,nm1354359,actress,,"[""Javiera Martínez""]"
tt8974068,7,nm0754586,director,,
tt8974068,8,nm0022924,writer,writer,
tt8974068,9,nm1410260,writer,writer,
tt8974068,10,nm1415620,writer,writer,
tt8974068,11,nm1418738,writer,writer,
tt8974068,12,nm4805730,producer,producer,
tt8974068,13,nm0013686,producer,producer,
tt8974068,14,nm1415095,producer,producer,
tt8974068,15,nm1415278,producer,producer,
tt8974068,16,nm1141405,cinematographer,director of photography,
tt8974068,17,nm0308323,editor,,
tt8974068,18,nm1416565,editor,,
tt8974068,19,nm2354746,production_designer,,
tt8974070,1,nm0223895,actress,,"[""Erica Sandoval""]"
tt8974070,2,nm0721280,actor,,"[""José Cárdenas""]"
tt8974070,3,nm0578246,actor,,"[""Bruno Martínez""]"
tt8974070,4,nm0634074,actress,,"[""Mónica Barrera""]"
tt8974070,5,nm1440222,actor,,"[""Jonathan Cárdenas""]"
tt8974070,6,nm1354359,actress,,"[""Javiera Martínez""]"
tt8974070,7,nm0754586,director,,
tt8974070,8,nm0022924,writer,writer,
tt8974070,9,nm1410260,writer,writer,
tt8974070,10,nm1415620,writer,writer,
tt8974070,11,nm1418738,writer,writer,
tt8974070,12,nm4805730,producer,producer,
tt8974070,13,nm0013686,producer,producer,
tt8974070,14,nm1415095,producer,producer,
tt8974070,15,nm1415278,producer,producer,
tt8974070,16,nm1141405,cinematographer,director of photography,
tt8974070,17,nm0308323,editor,,
tt8974070,18,nm1416565,editor,,
tt8974070,19,nm2354746,production_designer,,
tt8974072,1,nm0223895,actress,,"[""Erica Sandoval""]"
tt8974072,2,nm0721280,actor,,"[""José Cárdenas""]"
tt8974072,3,nm0578246,actor,,"[""Bruno Martínez""]"
tt8974072,4,nm0634074,actress,,"[""Mónica Barrera""]"
tt8974072,5,nm1440222,actor,,"[""Jonathan Cárdenas""]"
tt8974072,6,nm1354359,actress,,"[""Javiera Martínez""]"
tt8974072,7,nm0754586,director,,
tt8974072,8,nm0022924,writer,writer,
tt8974072,9,nm1410260,writer,writer,
tt8974072,10,nm1415620,writer,writer,
tt8974072,11,nm1418738,writer,writer,
tt8974072,12,nm4805730,producer,producer,
tt8974072,13,nm0013686,producer,producer,
tt8974072,14,nm1415095,producer,producer,
tt8974072,15,nm1415278,producer,producer,
tt8974072,16,nm1141405,cinematographer,director of photography,
tt8974072,17,nm0308323,editor,,
tt8974072,18,nm1416565,editor,,
tt8974072,19,nm2354746,production_designer,,
tt8974074,1,nm0223895,actress,,"[""Erica Sandoval""]"
tt8974074,2,nm0721280,actor,,"[""José Cárdenas""]"
tt8974074,3,nm0578246,actor,,"[""Bruno Martínez""]"
tt8974074,4,nm0634074,actress,,"[""Mónica Barrera""]"
tt8974074,5,nm1440222,actor,,"[""Jonathan Cárdenas""]"
tt8974074,6,nm1354359,actress,,"[""Javiera Martínez""]"
tt8974074,7,nm0754586,director,,
tt8974074,8,nm0022924,writer,writer,
tt8974074,9,nm1410260,writer,writer,
tt8974074,10,nm1415620,writer,writer,
tt8974074,11,nm1418738,writer,writer,
tt8974074,12,nm4805730,producer,producer,
tt8974074,13,nm0013686,producer,producer,
tt8974074,14,nm1415095,producer,producer,
tt8974074,15,nm1415278,producer,producer,
tt8974074,16,nm1141405,cinematographer,director of photography,
tt8974074,17,nm0308323,editor,,
tt8974074,18,nm1416565,editor,,
tt8974074,19,nm2354746,production_designer,,
tt8974076,1,nm0223895,actress,,"[""Erica Sandoval""]"
tt8974076,2,nm0721280,actor,,"[""José Cárdenas""]"
tt8974076,3,nm0578246,actor,,"[""Bruno Martínez""]"
tt8974076,4,nm0634074,actress,,"[""Mónica Barrera""]"
tt8974076,5,nm1440222,actor,,"[""Jonathan Cárdenas""]"
tt8974076,6,nm1354359,actress,,"[""Javiera Martínez""]"
tt8974076,7,nm0754586,director,,
tt8974076,8,nm0022924,writer,writer,
tt8974076,9,nm1410260,writer,writer,
tt8974076,10,nm1415620,writer,writer,
tt8974076,11,nm1418738,writer,writer,
tt8974076,12,nm4805730,producer,producer,
tt8974076,13,nm0013686,producer,producer,
tt8974076,14,nm1415095,producer,producer,
tt8974076,15,nm1415278,producer,producer,
tt8974076,16,nm1141405,cinematographer,director of photography,
tt8974076,17,nm0308323,editor,,
tt8974076,18,nm1416565,editor,,
tt8974076,19,nm2354746,production_designer,,
tt8974078,1,nm0223895,actress,,"[""Erica Sandoval""]"
tt8974078,2,nm0721280,actor,,"[""José Cárdenas""]"
tt8974078,3,nm0578246,actor,,"[""Bruno Martínez""]"
tt8974078,4,nm0634074,actress,,"[""Mónica Barrera""]"
tt8974078,5,nm1440222,actor,,"[""Jonathan Cárdenas""]"
tt8974078,6,nm1354359,actress,,"[""Javiera Martínez""]"
tt8974078,7,nm0754586,director,,
tt8974078,8,nm0022924,writer,writer,
tt8974078,9,nm1410260,writer,writer,
tt8974078,10,nm1415620,writer,writer,
tt8974078,11,nm1418738,writer,writer,
tt8974078,12,nm4805730,producer,producer,
tt8974078,13,nm0013686,producer,producer,
tt8974078,14,nm1415095,producer,producer,
tt8974078,15,nm1415278,producer,producer,
tt8974078,16,nm1141405,cinematographer,director of photography,
tt8974078,17,nm0308323,editor,,
tt8974078,18,nm1416565,editor,,
tt8974078,19,nm2354746,production_designer,,
tt8974080,1,nm3334264,self,,"[""Self""]"
tt8974080,2,nm2964838,self,,"[""Self""]"
tt8974080,3,nm8600018,self,,"[""Self""]"
tt8974080,4,nm7899153,self,,"[""Self""]"
tt8974080,5,nm7439962,self,,"[""Self""]"
tt8974080,6,nm3339026,self,,"[""Self""]"
tt8974080,7,nm4595016,self,,"[""Self""]"
tt8974080,8,nm4070922,self,,"[""Self""]"
tt8974080,9,nm10043108,self,,"[""Self""]"
tt8974080,10,nm2318003,self,,"[""Self""]"
tt8974080,11,nm5752785,director,,
tt8974082,1,nm0223895,actress,,"[""Erica Sandoval""]"
tt8974082,2,nm0721280,actor,,"[""José Cárdenas""]"
tt8974082,3,nm0578246,actor,,"[""Bruno Martínez""]"
tt8974082,4,nm0634074,actress,,"[""Mónica Barrera""]"
tt8974082,5,nm1440222,actor,,"[""Jonathan Cárdenas""]"
tt8974082,6,nm1354359,actress,,"[""Javiera Martínez""]"
tt8974082,7,nm0754586,director,,
tt8974082,8,nm0022924,writer,writer,
tt8974082,9,nm1410260,writer,writer,
tt8974082,10,nm1415620,writer,writer,
tt8974082,11,nm1418738,writer,writer,
tt8974082,12,nm4805730,producer,producer,
tt8974082,13,nm0013686,producer,producer,
tt8974082,14,nm1415095,producer,producer,
tt8974082,15,nm1415278,producer,producer,
tt8974082,16,nm1141405,cinematographer,director of photography,
tt8974082,17,nm0308323,editor,,
tt8974082,18,nm1416565,editor,,
tt8974082,19,nm2354746,production_designer,,
tt8974084,1,nm0116157,self,,"[""Self - Host""]"
tt8974084,2,nm0176622,self,,"[""Self - Guest Panelist""]"
tt8974084,3,nm0647692,self,,"[""Self - Announcer""]"
tt8974084,4,nm2048095,self,,"[""Self - Panelist""]"
tt8974084,5,nm0915536,self,,"[""Self - Mystery Guest""]"
tt8974086,1,nm0223895,actress,,"[""Erica Sandoval""]"
tt8974086,2,nm0721280,actor,,"[""José Cárdenas""]"
tt8974086,3,nm0578246,actor,,"[""Bruno Martínez""]"
tt8974086,4,nm0634074,actress,,"[""Mónica Barrera""]"
tt8974086,5,nm1440222,actor,,"[""Jonathan Cárdenas""]"
tt8974086,6,nm1354359,actress,,"[""Javiera Martínez""]"
tt8974086,7,nm0754586,director,,
tt8974086,8,nm0022924,writer,writer,
tt8974086,9,nm1410260,writer,writer,
tt8974086,10,nm1415620,writer,writer,
tt8974086,11,nm1418738,writer,writer,
tt8974086,12,nm4805730,producer,producer,
tt8974086,13,nm0013686,producer,producer,
tt8974086,14,nm1415095,producer,producer,
tt8974086,15,nm1415278,producer,producer,
tt8974086,16,nm1141405,cinematographer,director of photography,
tt8974086,17,nm0308323,editor,,
tt8974086,18,nm1416565,editor,,
tt8974086,19,nm2354746,production_designer,,
tt8974088,1,nm0223895,actress,,"[""Erica Sandoval""]"
tt8974088,2,nm0721280,actor,,"[""José Cárdenas""]"
tt8974088,3,nm0578246,actor,,"[""Bruno Martínez""]"
tt8974088,4,nm0634074,actress,,"[""Mónica Barrera""]"
tt8974088,5,nm1440222,actor,,"[""Jonathan Cárdenas""]"
tt8974088,6,nm1354359,actress,,"[""Javiera Martínez""]"
tt8974088,7,nm0754586,director,,
tt8974088,8,nm0022924,writer,writer,
tt8974088,9,nm1410260,writer,writer,
tt8974088,10,nm1415620,writer,writer,
tt8974088,11,nm1418738,writer,writer,
tt8974088,12,nm4805730,producer,producer,
tt8974088,13,nm0013686,producer,producer,
